EIId,EIGroup,BloombergID,ReleaseName,Country,Description,ReleaseTime,Frequency,Source,Begin,QuoteUnits,Significance,DateLastDownload,StdDev,LocalTimeZone
2822,2822,ACRECOTP Index,USDA Acreage Cotton Planted,US,"SECTOR DESCRIPTION: This data represents USDA agricultural commodities such as barley, canola, cotton, corn, durum wheat, flaxseeds, mustard, oats, spring wheat, peanuts, rapeseeds, rice, rye, sunflower, sorghum, soybeans, sugarbeet, sugarcane, wheat and winter wheat annual acreage planted and harvested data.<P>SOURCE: http://www.usda.gov/wps/portal/usda/usdahome?navid=AGENCY_REPORTS<P>UPDATE INFO: The USDA Annual Acreage Report is updated once per year at the end of June.<P>CALCULATIONS: Data is taken directly from the source without any manipulation.<P>SOURCE METHODOLOGY: N/A<P>HISTORICAL CONSIDERATIONS: N/A<P>DATA DISCOVERY: {ALLX ACRE <GO>}<P>RELATED SECTORS/FUNCTIONS: {FDM <GO>}<p><P><P>                   History is stored independently for quarterly and yearly frequencies.           HP values for these frequencies may not match each other. Note that when only one frequency is stored in history, for the other frequencies, history is derived from that of the stored frequency.  For",12:00,Quarterly,United States Department of Ag,1909-06-30 12:00:00 AM,1000 Acres,1,2016-01-08 12:29:54 PM,0,US/Eastern
2823,2823,ACRESOYP Index,USDA Acreage Soybean Planted,US,"SECTOR DESCRIPTION: This data represents USDA agricultural commodities such as barley, canola, cotton, corn, durum wheat, flaxseeds, mustard, oats, spring wheat, peanuts, rapeseeds, rice, rye, sunflower, sorghum, soybeans, sugarbeet, sugarcane, wheat and winter wheat annual acreage planted and harvested data.<P>SOURCE: http://www.usda.gov/wps/portal/usda/usdahome?navid=AGENCY_REPORTS<P>UPDATE INFO: The USDA Annual Acreage Report is updated once per year at the end of June.<P>CALCULATIONS: Data is taken directly from the source without any manipulation.<P>SOURCE METHODOLOGY: N/A<P>HISTORICAL CONSIDERATIONS: N/A<P>DATA DISCOVERY: {ALLX ACRE <GO>}<P>RELATED SECTORS/FUNCTIONS: {FDM <GO>}<p><P><P>                   History is stored independently for quarterly and yearly frequencies.           HP values for these frequencies may not match each other. Note that when only one frequency is stored in history, for the other frequencies, history is derived from that of the stored frequency.  For",12:00,Quarterly,United States Department of Ag,1924-06-30 12:00:00 AM,1000 Acres,1,2016-01-08 12:29:56 PM,0,US/Eastern
2824,2824,ACREWHTP Index,USDA Acreage Wheat Planted,US,"SECTOR DESCRIPTION: This data represents USDA agricultural commodities such as barley, canola, cotton, corn, durum wheat, flaxseeds, mustard, oats, spring wheat, peanuts, rapeseeds, rice, rye, sunflower, sorghum, soybeans, sugarbeet, sugarcane, wheat and winter wheat annual acreage planted and harvested data.<P>SOURCE: http://www.usda.gov/wps/portal/usda/usdahome?navid=AGENCY_REPORTS<P>UPDATE INFO: The USDA Annual Acreage Report is updated once per year at the end of June.<P>CALCULATIONS: Data is taken directly from the source without any manipulation.<P>SOURCE METHODOLOGY: N/A<P>HISTORICAL CONSIDERATIONS: N/A<P>DATA DISCOVERY: {ALLX ACRE <GO>}<P>RELATED SECTORS/FUNCTIONS: {FDM <GO>}<p><P><P>                   History is stored independently for quarterly and yearly frequencies.           HP values for these frequencies may not match each other. Note that when only one frequency is stored in history, for the other frequencies, history is derived from that of the stored frequency.  For",12:00,Quarterly,United States Department of Ag,1919-06-30 12:00:00 AM,1000 Acres,1,2016-01-08 12:29:58 PM,0,US/Eastern
2825,2825,BAKETOT  Index,US Baker Hughes Total Rig Count,US,"A rotary rig rotates the drill pipe from surface to drill a new well (or sidetracking an existing one) to explore for, develop and produce oil or natural gas. The Baker Hughes Rotary Rig count includes only those rigs that are significant consumers of oilfield services and supplies and does not include cable tool rigs, very small truck mounted rigs or rigs that can operate without a permit. Non-rotary rigs may be included in the count based on how they are employed. For example, coiled tubing and workover rigs employed in drilling new wells are included in the count. To be counted as active a rig must be on location and be drilling or 'turning to the right'. A rig is considered active from the moment the well is         'spudded' until it reaches target depth or 'TD'. Rigs that are in transit from one location to another, rigging up or being used in non-drilling activities such as workovers, completions or production testing, are NOT counted as active.Miscellaneous rig counts represent",13:00,Weekly on Friday,Baker Hughes Inc.,1975-01-03 12:00:00 AM,Rigs,2,2016-01-08 12:30:00 PM,"352,029174804688",US/Eastern
2826,2825,BAKEOIL Index,US Baker Hughes Rotary Oil Rigs,US,"A rotary rig rotates the drill pipe from surface to drill a new well (or sidetracking an existing one) to explore for, develop and produce oil or natural gas. The Baker Hughes Rotary Rig count includes only those rigs that are significant consumers of oilfield services and supplies and does not include cable tool rigs, very small truck mounted rigs or rigs that can operate without a permit. Non-rotary rigs may be included in the count based on how they are employed. For example, coiled tubing and workover rigs employed in drilling new wells are included in the count. To be counted as active a rig must be on location and be drilling or 'turning to the right'. A rig is considered active from the moment the well is         'spudded' until it reaches target depth or 'TD'. Rigs that are in transit from one location to another, rigging up or being used in non-drilling activities such as workovers, completions or production testing, are NOT counted as active.Miscellaneous rig counts represent",13:00,Weekly on Friday,Baker Hughes Inc.,1987-07-17 12:00:00 AM,Rigs,1,2016-01-08 12:30:01 PM,"89,637809753418",US/Eastern
2827,2825,BAKEGAS Index,US Baker Hughes Rotary Gas Rigs,US,"A rotary rig rotates the drill pipe from surface to drill a new well (or sidetracking an existing one) to explore for, develop and produce oil or natural gas. The Baker Hughes Rotary Rig count includes only those rigs that are significant consumers of oilfield services and supplies and does not include cable tool rigs, very small truck mounted rigs or rigs that can operate without a permit. Non-rotary rigs may be included in the count based on how they are employed. For example, coiled tubing and workover rigs employed in drilling new wells are included in the count. To be counted as active a rig must be on location and be drilling or 'turning to the right'. A rig is considered active from the moment the well is         'spudded' until it reaches target depth or 'TD'. Rigs that are in transit from one location to another, rigging up or being used in non-drilling activities such as workovers, completions or production testing, are NOT counted as active.Miscellaneous rig counts represent",13:00,Weekly on Friday,Baker Hughes Inc.,1987-07-17 12:00:00 AM,Rigs,1,2016-01-08 12:30:03 PM,"23,2525215148926",US/Eastern
1701,1702,SARSTCSM Index,ZA RS MoM,ZA,Seasonally adjusted total retail trade sales at constant 2008 prices (R million) month on month,13:00,Monthly,Statistics South Africa,2002-02-28 12:00:00 AM,% CHANGE,1,2016-01-08 12:30:05 PM,"1,13624334335327",Africa/Johannesburg
1702,1702,SARSCONY Index,ZA RS YoY,ZA,All current tickers in this sector represent South Africa Retail Sales 2012=100,13:00,Monthly,Statistics South Africa,2003-01-31 12:00:00 AM,% CHANGE,2,2016-01-08 12:30:06 PM,"3,95613718032837",Africa/Johannesburg
1703,1703,SAGDPANN Index,ZA GDP QoQ Annualized,ZA,"This sector is quoted in constant 2005 prices                                   South Africa GDP annual rates, seasonally adjusted Annual rates are calculated as if the same changes were to persist over the next three quarters.  To calculate annual rates, the ratio of the two quarterly figures is raised to the power of four and then expressed as a percentage.  For further economic statistics type: ECST<GO>",11:30,Quarterly,Statistics South Africa,1990-03-31 12:00:00 AM,% CHANGE,2,2016-01-08 12:30:08 PM,"1,12363588809967",Africa/Johannesburg
1704,1703,SAGDPYOY Index,ZA GDP YoY,ZA,This sector is quoted in constant 2005 prices                                   South Africa - Expenditure on real Gross Domestic Product - 2000 prices.  The figures are not seasonally adjusted and not annualised.  Millions of Rand.  YoY % Change.  SOURCE: CSS For further economic statistics type: ECST <GO>,11:30,Quarterly,Statistics South Africa,1994-03-31 12:00:00 AM,% CHANGE,1,2016-01-08 12:30:10 PM,"0,626978933811188",Africa/Johannesburg
1705,1705,SAPMI Index,ZA PMI Mfg,ZA,"The PMI is calculated as the weighted average of the following indices (weights in parantheses): Production (0.25), New Orders (0.30), Employment (0.20), Supplier Deliveries (0.15) and Inventories (0.10).                                                                                                                                                       An index for which a value of 50 indicates no change in the activity, a value over 50 indicates increased activity and a value below 50 indicates decreased activity.",11:00,Monthly,BER,1999-09-30 12:00:00 AM,,1,2016-01-08 12:30:12 PM,"23,931058883667",Africa/Johannesburg
1706,1706,SATBAL Index,ZA Trade Balance,ZA,"South Africa Trade Balance from the South African Revenue Service. For more South Africa economic statistics, please see ECST SA <GO>. For South Africa economic releases, please refer to ECO SA <GO>.                                         ATTENTION: The SATBAL index is quoted in Billions of South African Rand, the rest of the sector ALLX SATB <GO> is quoted in Millions. This index data has been revised for the year 2008 as of 04/02/2009",14:00,Monthly,South African Revenue Service,1990-01-31 12:00:00 AM,BILLIONS,2,2016-01-08 12:30:13 PM,"6,04799222946167",Africa/Johannesburg
1707,1707,SAMPGLDY Index,ZA Gold Production YoY,ZA,"Source: Statistics South Africa. Data displays the physical volume of mining production, indexed to 2010=100. PGMs stands for Platinum Group Metals",11:30,Monthly,Statistics South Africa,1981-01-31 12:00:00 AM,,1,2016-01-08 12:30:15 PM,"14,7451105117798",Africa/Johannesburg
1708,1707,SAMPTGDY Index,ZA Mining Production YoY,ZA,"Source: Statistics South Africa. Data displays the physical volume of mining production, indexed to 2010=100. PGMs stands for Platinum Group Metals",11:30,Monthly,Statistics South Africa,1981-01-31 12:00:00 AM,,1,2016-01-08 12:30:20 PM,"5,94051456451416",Africa/Johannesburg
1709,1709,SFPMMOM Index,ZA Mfg Production MoM,ZA,"Source: Central Statistical Service 2005=100 For further economic statistics type: ECST <GO> IECO <GO>. Pre Jan 2003 2000=100. The base year is the reference point of an index and is usually set at 100. The new index of manufacturing production is now referenced to 2005=100 from 2000=100. The rebasing exercise allows for the manufacturing indices to be referenced to more current prices. To convert the base year from reference year 2000 to 2005, each index was transformed to the new base period by dividing each monthly index (base 2000=100) from January 1998 by the annual average index for the year 2005 and multiplying the result by 100. The rebasing of indices was doneon all major groups of manufacturing and aggregated to the manufacturing divisions. As expected, the results ofthe rebasing exercise alone did not have any significant effect on the manufacturing trends",13:00,Monthly,Statistics South Africa,1998-01-31 12:00:00 AM,% CHANGE,2,2016-01-08 12:30:22 PM,"2,93373489379883",Africa/Johannesburg
1710,1709,SFPMNSAY Index,ZA Mfg Production YoY,ZA,"Base year: 2005=100 Non-seasonally adjusted Annual % Change Source: Central Statistical Service For further economic statistics type: ECST <GO> IECO <GO>.The base year is the reference point of an index and is usually set at 100. The new index of manufacturingproduction is now referenced to 2005=100 from 2000=100. The rebasing exercise allows for the manufacturing indices to be referenced to more current prices. To convert the base year from reference year 2000 to 2005, each index was transformed to the new base period by dividing each monthly index (base 2000=100) from January 1998by the annual average index for the year 2005 and multiplying the result by 100. The rebasing of indices was done on all major groups of manufacturing and aggregated to the manufacturing divisions. As expected, the results ofthe rebasing exercise alone did not have any significant effect on the manufacturing trends.",13:00,Monthly,Statistics South Africa,1998-01-31 12:00:00 AM,% CHANGE,1,2016-01-08 12:30:24 PM,"3,32668304443359",Africa/Johannesburg
1711,1711,SABBBAL Index,ZA Budget,ZA,"Breakdown of South Africa Budget. Year to date (YTD) figures are for the fiscal year to date, from April to the current month.",14:00,Monthly,South Africa National Treasury,2004-04-30 12:00:00 AM,BILLIONS,1,2016-01-08 12:30:26 PM,"14,9060287475586",Africa/Johannesburg
1712,1713,SACPIMOM Index,ZA CPI MoM,ZA,"In January 2013, South African Statistics Office  rebased CPI to 2012=100. For historical values of previous base year series, see as follows:  2008=100 SACPI08  Index, 2000=100 SACPIH Index. Prior to Jan 2008, there is no official data released from the statistics office for this base year and this methodlogy. Bloomberg has calculated all data prior to 2008 on this ticker using coefficient 0.7892659826 as given by the Statistics South Africa, in which we use the data points from the older 2008 series and calculate a 2012 value using the coefficient. PLEASE NOTE THAT DATA POINTS PRIOR TO JAN 2008 ON THIS TICKER ARE NOT OFFICIAL AS THE STATISTICS OFFICE DOES NOT PUBLISH DATA EARLIER THAN THIS POINT WITH THE SAME WEIGHTINGS - DATA BEFORE IS HYPOTHETICAL.                                      This indicator, compiled by Statistics South Africa by way of a monthly survey of consumer prices, displays the month-on-month changes in the overall level of goods and services bought by the average",10:00,Monthly,Statistics South Africa,1980-02-29 12:00:00 AM,% CHANGE,1,2016-01-08 12:30:28 PM,"0,241348922252655",Africa/Johannesburg
